,Dense s0,Dense s1,Dense s2,Dense s3,Dense s4
1,38.85470527823589,38.314904550819705,37.45552002453185,38.36041679683756,38.349199651850306
2,45.614808035118095,45.55429564836266,44.82071400252652,45.34372860766494,45.738977207294575
3,48.76445225487387,48.98393280089598,49.00629771735768,48.275065792570075,49.16228131767549
4,50.31898670150342,50.40939055932413,50.67615657056086,50.54871029507439,50.98406117558286
5,51.44630628498176,51.4633705249466,51.835232326632706,51.640833572890635,51.80244738810135
6,52.288110144454016,52.20757400325361,52.55653734068403,52.39923173409178,52.646153155523
7,52.897290250631876,52.66764223653556,53.06323212680248,52.92623364959591,53.16576190524101
8,53.33372688741391,53.042674539010704,53.45175536997413,53.33343774064567,53.55789149793353
9,53.697794341580696,53.4293687397384,53.774934381469784,53.59799948406201,53.9153246660578
