,CD_0,CD_1,CD_2,CD_3,CD_4,RD_0,RD_1,RD_2,RD_3,RD_4
1,65.30516431924883,65.65727699530517,65.30516431924883,64.69483568075117,64.08450704225352,63.16901408450705,62.79342723004695,62.676056338028175,63.12206572769953,64.4131455399061
2,76.17370892018779,76.15023474178403,76.0093896713615,75.46948356807512,75.32863849765258,74.34272300469483,73.94366197183099,74.2018779342723,73.47417840375586,74.81220657276995
3,80.89201877934272,80.70422535211267,81.03286384976526,80.72769953051643,80.42253521126761,79.55399061032864,78.89671361502347,78.75586854460094,78.63849765258216,79.81220657276995
4,83.66197183098592,83.45070422535211,83.73239436619718,83.35680751173709,83.16901408450704,82.55868544600939,82.1830985915493,81.73708920187794,81.54929577464789,82.53521126760563
5,85.7981220657277,85.61032863849766,85.4225352112676,85.16431924882629,85.23474178403757,84.36619718309859,84.29577464788733,83.63849765258216,83.68544600938968,84.88262910798122
6,87.08920187793427,87.06572769953051,86.66666666666667,86.50234741784037,86.45539906103286,85.61032863849766,85.49295774647887,85.02347417840376,85.07042253521126,85.82159624413146
7,88.00469483568075,87.86384976525822,87.69953051643192,87.39436619718309,87.62910798122066,86.76056338028168,86.66666666666667,85.93896713615024,86.03286384976526,86.66666666666667
8,88.63849765258216,88.49765258215963,88.49765258215963,87.95774647887325,88.23943661971832,87.48826291079811,87.37089201877934,86.8075117370892,86.61971830985915,87.41784037558685
9,89.13145539906104,88.89671361502347,89.08450704225352,88.42723004694835,88.96713615023474,88.14553990610328,88.02816901408451,87.48826291079811,87.55868544600939,88.21596244131456
